Sample,DBS2,DBS4,DBS6,DBS9,DBS11
Breast-AdenoCA::S.1,28.36893547350345,67.516602349146,3.756907152878804,40.20928874511785,3.1713042108612775
Breast-AdenoCA::S.2,0.7066171201349775,36.801918131319695,45.65043319999881,0.0,12.48704973936961
Breast-AdenoCA::S.3,116.77438570954745,27.09086106166473,27.91244026934617,49.420843358581,6.6351240907121944
Breast-AdenoCA::S.4,29.037602847719732,44.83805905325857,23.283291904474332,28.90746884065025,0.0
Breast-AdenoCA::S.5,21.15771014523368,31.94064485610221,36.61259350954604,52.7786109133864,0.0
Breast-AdenoCA::S.6,14.355493101782143,60.54894835821263,17.029687279007394,21.79357907123197,9.536938664517985
Breast-AdenoCA::S.7,34.130286335969934,46.740000626837414,19.153606657705648,4.472013014394215,0.0
Breast-AdenoCA::S.8,4.808019089361849,10.811750470289194,21.525684117944344,53.8909443408179,0.0
Breast-AdenoCA::S.9,10.81002181912159,47.007585820670684,15.63556623375647,47.87289882682869,2.626573688579486
Breast-AdenoCA::S.10,52.09239291086327,13.998087192868484,26.761710035552422,62.380189467128666,14.367228960573929
Breast-AdenoCA::S.11,14.219089059364546,62.00181822153392,6.311111600688312,38.499311996223206,17.227378945801146
Breast-AdenoCA::S.12,1.1935795085438634,13.818091175628105,26.999709906089915,46.437407467629164,39.832264499426834
Breast-AdenoCA::S.13,57.44545894776315,15.277245024066223,43.71231105592398,51.2213989911999,0.0
Breast-AdenoCA::S.14,12.36470551744013,11.024414954196748,9.49994839058056,31.3857637159479,58.900747284249036
Breast-AdenoCA::S.15,21.854195165209944,107.92660233434147,35.87751931794706,24.551154104271273,10.000028470062661
Breast-AdenoCA::S.16,17.655085517271058,4.230374177655277,57.95275973522296,17.201134980914166,0.0
Breast-AdenoCA::S.17,58.852981198558005,26.958487940513248,28.228140129394614,27.38898939206555,0.0
Breast-AdenoCA::S.18,143.59218578496584,4.306754309471722,52.7429800295433,0.0,17.18445159670983
Breast-AdenoCA::S.19,23.808635662107456,23.94531183986511,2.4914070757540028,3.5243460744555697,0.0
Breast-AdenoCA::S.20,42.59927632071463,12.184965433277107,0.0,50.21005150597877,0.0
Breast-AdenoCA::S.21,5.617413175593531,34.47642402125412,49.70032442838337,48.70390905573492,15.221001567528457
Breast-AdenoCA::S.22,9.035323078037592,0.0,22.11243217932268,140.18070436514193,0.0
Breast-AdenoCA::S.23,29.062280371033605,38.102648457701804,52.501986079946434,56.654888096619686,6.823050901578141
Breast-AdenoCA::S.24,18.496430245113345,9.708338628022318,38.78913715490902,46.25676017819378,0.0
Breast-AdenoCA::S.25,26.87886110426403,21.02831936325201,3.4817090234034627,66.91668410626829,2.87327068567749
Breast-AdenoCA::S.26,1.6457046173608212,67.94779292966605,14.825794726767638,36.172732650870685,1.9780112152066656
Breast-AdenoCA::S.27,13.523544658034131,34.47048777213623,8.781722835651072,16.4802821256648,8.709567537965778
Breast-AdenoCA::S.28,8.106390529177641,37.31740035697207,14.888058916656691,40.2757678984898,4.890937801564028
Breast-AdenoCA::S.29,45.73821924976684,8.91408177495169,4.528724889315315,131.92117509535245,0.0
Breast-AdenoCA::S.30,16.785479298195877,6.888532136148848,7.27547668462721,37.179341052556076,6.05958390444544
Breast-AdenoCA::S.31,5.41009248029369,43.4055752657815,5.759724780600908,0.0,135.1410453940235
