Sample,ID1,ID2,ID3,ID5,ID6,ID8,ID9
Lung-AdenoCA::S.1,52.24844699345182,0.0,195.34858040653893,128.54362786815204,0.0,0.0,53.72121978811759
Lung-AdenoCA::S.2,190.95320803883587,0.0,30.26145488440681,0.0,0.0,45.289507893335,0.0
Lung-AdenoCA::S.3,215.74915846583872,0.0,2001.6333674428815,151.3947846780553,0.0,0.0,0.0
Lung-AdenoCA::S.4,0.0,0.0,144.5331066419668,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.5,107.54545626166647,0.0,1988.7725192442983,0.0,0.0,0.0,890.5220199330172
Lung-AdenoCA::S.6,93.39772391418245,160.40065953961127,20.069239864027157,299.5990079526695,48.718496921262265,140.17244584284492,99.80843321996069
Lung-AdenoCA::S.7,0.0,0.0,114.3352149082538,323.3399940529693,0.0,45.7554020054346,13.887322066421913
Lung-AdenoCA::S.8,121.75194183697539,0.0,3309.64967521368,213.48606835662204,0.0,0.0,0.0
Lung-AdenoCA::S.9,0.0,14.355753848752155,699.6916613723439,35.608949591645974,0.0,0.0,21.58027012943505
Lung-AdenoCA::S.10,0.0,0.0,0.0,94.45366488724274,0.0,54.57648736422124,0.0
Lung-AdenoCA::S.11,0.0,0.0,129.6319188773236,239.22005985919668,0.0,13.278126654786787,0.0
Lung-AdenoCA::S.12,99.20368447370421,0.0,163.80819368747754,142.70657632486842,0.0,0.0,9.675948932202802
Lung-AdenoCA::S.13,208.93109517223328,34.39638981904189,1659.0171327677956,0.0,0.0,0.0,0.0
Lung-AdenoCA::S.14,80.03592544249261,20.03697815150364,730.8526207461455,284.9259387676659,0.0,0.0,312.69638259337506
Lung-AdenoCA::S.15,22.746359879805063,0.0,0.0,233.05399851661662,0.0,157.39169232157312,360.16529912930065
Lung-AdenoCA::S.16,155.4665055679512,49.41513854898176,0.0,0.0,0.0,61.639091011262785,0.0
Lung-AdenoCA::S.17,74.08615466432107,118.2924584407562,2312.0730678157597,522.8923012919115,0.0,0.0,615.3150335367607
Lung-AdenoCA::S.18,114.92950727607132,132.88111643023657,404.19047389745947,306.01806830190685,0.0,0.0,0.0
Lung-AdenoCA::S.19,170.28935976147224,0.0,63.25961404124521,154.84994326849687,0.0,75.86412995022815,0.0
Lung-AdenoCA::S.20,145.21938528202287,0.0,0.0,0.0,0.0,38.760849747961906,131.47117056126314
Lung-AdenoCA::S.21,64.48228060088405,0.0,0.0,59.37606939424141,0.0,127.55778255104005,0.0
Lung-AdenoCA::S.22,178.9473936858638,0.0,0.0,297.2600154337068,0.0,0.0,0.0
Lung-AdenoCA::S.23,141.1338181244383,0.0,2479.0239474413956,157.1855624212041,0.0,0.0,0.0
Lung-AdenoCA::S.24,57.89185771046873,0.0,2953.23639194508,0.0,0.0,0.0,732.9440512254025
Lung-AdenoCA::S.25,0.0,0.0,500.3689261323004,351.2005962233125,0.0,42.89898504420484,0.0
Lung-AdenoCA::S.26,118.30202536322365,0.0,391.27629847246163,0.0,23.616565169678495,42.99240387622181,0.0
Lung-AdenoCA::S.27,15.384441508134596,74.05564577245781,1457.2657751872425,0.0,0.0,90.06770071340772,0.0
