Sample,SBS1,SBS2,SBS3,SBS5,SBS8,SBS9,SBS13,SBS17a,SBS17b,SBS18,SBS37,SBS40,SBS41
Breast-AdenoCA::S.1,0.0,0.0,0.0,0.0,0.0,0.0,3662.2604473268784,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.2,0.0,0.0,8521.792275325559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.3,0.0,483.17098255652894,0.0,0.0,0.0,0.0,731.6657782269764,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.4,0.0,777.775527081543,7076.122966653708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.5,469.3610227631967,0.0,0.0,0.0,0.0,0.0,738.9876718684915,0.0,0.0,0.0,0.0,3065.866415168353,0.0
Breast-AdenoCA::S.6,0.0,6143.729640854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.7,0.0,0.0,0.0,3267.834598185732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.8,705.9806552363608,423.4074867382333,2877.7824246448154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10663.998670111912,0.0
Breast-AdenoCA::S.10,0.0,922.1358154463819,4874.108422393234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.11,344.2849431319174,0.0,0.0,1799.0510708199279,0.0,0.0,729.13306399209,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.12,833.5791771403166,514.4912932733291,1968.0773506479072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.13,0.0,2817.0282152664604,0.0,0.0,0.0,0.0,2239.4949673047586,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.14,0.0,0.0,0.0,4805.110975133008,0.0,0.0,1494.0391882244576,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.15,0.0,6562.7935528671605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.16,307.8754930753967,0.0,0.0,976.5200124688366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.17,642.8829749391145,0.0,0.0,1644.0733508615904,0.0,0.0,0.0,0.0,0.0,606.8843308692166,0.0,0.0,0.0
Breast-AdenoCA::S.18,0.0,0.0,0.0,2285.260295702111,0.0,0.0,376.067194072463,0.0,0.0,1285.7496395508335,0.0,0.0,0.0
Breast-AdenoCA::S.19,0.0,0.0,0.0,3576.2676005506855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.20,0.0,0.0,3483.740600003716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.21,0.0,845.7627508757447,0.0,3968.94841099928,0.0,0.0,1109.5728056613032,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.22,0.0,0.0,0.0,2707.8378432386403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.23,0.0,896.3916507808962,0.0,5930.38809895046,0.0,0.0,2371.2598996390766,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.24,0.0,3630.911808283579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.25,564.1589172663784,1249.6300063900178,0.0,2453.062614973842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.26,0.0,1703.6905477264645,0.0,0.0,0.0,0.0,2076.3395416278036,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.27,1073.0155707898086,1317.010546370506,0.0,0.0,0.0,0.0,1624.8916705918707,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.28,0.0,0.0,6166.602309335056,0.0,0.0,0.0,2450.868052154095,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.29,0.0,0.0,0.0,5765.401957637562,0.0,0.0,1011.3849922962806,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.30,0.0,0.0,0.0,0.0,0.0,0.0,5130.483537129695,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.31,468.1181444401518,338.5753023653361,0.0,2049.493539845746,0.0,0.0,876.2071966389012,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.32,295.7732648857684,0.0,0.0,2799.7643152203864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.33,527.9478246355044,0.0,0.0,1149.718797336838,0.0,0.0,1232.9744176012493,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.34,577.7413302482872,0.0,0.0,3196.2921215959686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.35,0.0,0.0,0.0,1817.0795874794132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.36,0.0,665.1879821926697,6460.456827923056,0.0,0.0,0.0,1360.469645986136,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.37,0.0,2894.703734152447,6674.485652378913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.38,846.0296560450975,0.0,0.0,961.8052371386233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.39,0.0,0.0,0.0,0.0,0.0,10178.968212724094,3659.3858716751615,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.40,417.89779832575863,249.07478701831556,0.0,1782.0482239184132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.41,0.0,0.0,13633.676624466347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.42,448.7951620743196,0.0,0.0,4674.814699487335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.43,0.0,0.0,3714.767617777245,0.0,0.0,0.0,750.4264510777664,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.44,0.0,5395.450946024002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.45,674.3586225402589,0.0,0.0,790.0749430160213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.46,0.0,950.255789175911,8646.688597576458,0.0,0.0,0.0,883.1989108218258,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.47,1350.2084308152098,0.0,6209.409593066669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.48,0.0,0.0,5620.649730698965,0.0,0.0,0.0,2079.293619490796,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.49,0.0,8428.459450335868,0.0,0.0,0.0,0.0,4671.64789878211,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.50,0.0,2466.88687217931,10169.437349699801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.51,0.0,501.11731697625606,0.0,4077.8295861372567,0.0,0.0,613.0413829622768,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.52,0.0,4464.884053677998,8436.535634995535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.53,353.593655310119,0.0,0.0,1926.4047364039702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.54,0.0,3286.0558183930743,11330.891993753969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.55,0.0,2969.6307055188304,6004.944221070873,0.0,0.0,0.0,1054.8564475333244,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.56,345.84850305546433,170.6278126330565,0.0,948.5499635405565,0.0,0.0,276.00310394140746,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.57,0.0,574.3293254765846,0.0,2089.91353093607,0.0,0.0,1114.8932774543935,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.58,0.0,0.0,9361.683952850111,0.0,0.0,0.0,5850.803151206318,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.59,0.0,0.0,0.0,0.0,0.0,0.0,3029.6577133369724,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.60,0.0,0.0,0.0,0.0,0.0,0.0,14655.867101575213,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.61,0.0,0.0,0.0,0.0,0.0,0.0,2256.178358770374,0.0,4237.382640965183,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.62,178.34269058770218,0.0,0.0,941.0352000346079,0.0,0.0,168.18154269411258,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.63,0.0,0.0,0.0,9611.024022069512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.64,0.0,1646.0414430438884,0.0,3518.7525816477337,0.0,0.0,2644.742233024202,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.65,0.0,0.0,0.0,0.0,0.0,0.0,4358.695919714838,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.66,0.0,1567.0864088602407,0.0,0.0,0.0,0.0,1566.7760541421344,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.67,0.0,0.0,8368.361853828437,0.0,0.0,0.0,3394.418386122683,0.0,0.0,0.0,0.0,0.0,0.0
Breast-AdenoCA::S.68,0.0,913.0246750450539,0.0,3738.7178434162774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
