Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Kidney-RCC::S.1	557	0.92	244.647	43.922%	53.244	42.996%	0.18742	0.898
Kidney-RCC::S.2	893	0.914	381.371	42.707%	84.35	40.496%	0.18443	0.889
Kidney-RCC::S.3	645	0.924	259.431	40.222%	56.463	38.53%	0.11509	0.9
Kidney-RCC::S.4	491	0.915	214.313	43.648%	41.512	41.944%	0.20736	0.881
Kidney-RCC::S.5	663	0.895	348.093	52.503%	69.673	44.859%	0.28647	0.864
Kidney-RCC::S.6	594	0.824	357.836	60.242%	77.196	59.061%	0.4202	0.766
Kidney-RCC::S.7	1190	0.9	594.633	49.969%	142.195	43.772%	0.21313	0.88
Kidney-RCC::S.8	1372	0.96	410.454	29.916%	88.259	28.542%	0.09709	0.947
Kidney-RCC::S.9	747	0.948	254.866	34.119%	52.601	34.107%	0.15839	0.93
Kidney-RCC::S.10	736	0.965	189.478	25.744%	38.804	26.376%	0.08063	0.95
Kidney-RCC::S.11	584	0.93	211.087	36.145%	49.916	36.857%	0.13953	0.908
Kidney-RCC::S.12	612	0.86	355.135	58.029%	80.542	51.009%	0.32917	0.826
Kidney-RCC::S.13	1039	0.911	424.461	40.853%	101.706	42.937%	0.14833	0.886
Kidney-RCC::S.14	658	0.958	221.146	33.609%	42.765	29.31%	0.09895	0.945
Kidney-RCC::S.15	581	0.837	301.894	51.961%	90.608	54.755%	0.31212	0.805
Kidney-RCC::S.16	1361	0.871	657.143	48.284%	158.665	52.413%	0.24271	0.832
Kidney-RCC::S.17	815	0.953	262.562	32.216%	54.765	30.416%	0.10436	0.937
Kidney-RCC::S.18	1172	0.941	397.399	33.908%	85.793	34.297%	0.13181	0.92
Kidney-RCC::S.19	1264	0.939	438.313	34.677%	101.315	34.789%	0.11048	0.92
Kidney-RCC::S.20	1173	0.947	415.474	35.42%	83.152	32.604%	0.11709	0.929
