# Original paramaters
"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",0.584507042253521,0.225352112676056,0.584507042253521,0.0774647887323944,0.985915492957746,0.0211267605633803,0.97887323943662,0.640845070422535,0.577464788732394
"size",0.602956424187719,0.293884160977798,4.45574939183167,9.75202309554777,3.25749316603479,1.92662508007307,4.16774770089611,3.53813565472928,3.66694268349345
"mu",93.2716678422218,328.477741082374,98.4694717390518,40.27436219642,506.671857144076,88.9951728170017,127.569361357758,84.6763100961688,59.6287843599481
# Parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",0.58,0.19,0.52,0.09,0.99,0.02,0.99,0.56,0.56
"size",0.580345945857113,0.277226304537912,3.26704043812079,74.6390757581669,5.46274207194742,1.85861944682172,4.51485229399804,3.22806006598129,2.89909668937972
"mu",103.766053077807,538.713066280623,97.4653789147679,44.0000384140888,498.237873784039,124.013139852123,135.88487027138,98.1549922506464,62.5478708348716
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID4","ID5","ID6","ID8","ID9","ID11"
"prob",0.00450704225352117,0.0353521126760563,0.0645070422535211,-0.0125352112676056,-0.00408450704225349,0.00112676056338028,-0.0111267605633802,0.0808450704225352,0.0174647887323943
"size",0.0226104783306059,0.0166578564398852,1.18870895371089,-64.8870526626191,-2.20524890591263,0.0680056332513521,-0.347104593101926,0.310075588747991,0.767845994113729
"mu",-10.4943852355848,-210.235325198249,1.00409282428394,-3.72567621766881,8.43398336003685,-35.0179670351215,-8.31550891362195,-13.4786821544776,-2.91908647492349
