# Original paramaters
"","ID1","ID2","ID3","ID5","ID6","ID7","ID8","ID14"
"prob",0.967741935483871,1,0.0161290322580645,0.580645161290323,0.161290322580645,0.0161290322580645,0.193548387096774,0.112903225806452
"size",0.401476234674907,0.239720121685089,1.24905891025113,2.37528850881231,0.830069326163515,0.321516571343846,0.857421122726538,0.525308799615062
"mu",1564.05585863755,7570.37276241493,50,276.668385010154,543.475683163095,277,160.746418909512,579.723951451029
# Parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID7","ID8","ID14"
"prob",0.97,1,0.02,0.66,0.18,0.02,0.22,0.17
"size",0.400722482246606,0.248481044048478,25.8734618199456,3.35874503155882,0.502077879702046,0.406332105549668,1.13857110162313,0.40875604668997
"mu",1695.95648447305,7558.58226970876,55.0012725750712,293.848173473888,434.371836916849,46.4930857591277,167.351734891308,679.0618542701
# Difference between original parameters and parameters derived from synthetic exposures
"","ID1","ID2","ID3","ID5","ID6","ID7","ID8","ID14"
"prob",-0.00225806451612898,0,-0.00387096774193548,-0.0793548387096774,-0.0187096774193548,-0.00387096774193548,-0.0264516129032258,-0.0570967741935484
"size",0.000753752428301113,-0.00876092236338841,-24.6244029096945,-0.983456522746516,0.327991446461468,-0.0848155342058213,-0.281149978896596,0.116552752925091
"mu",-131.900625835499,11.7904927061718,-5.0012725750712,-17.1797884637335,109.103846246246,230.506914240872,-6.60531598179602,-99.3379028190707
