,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3579703763171559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21908267369340537,0,0,0,0,0,0,0.24081588598086348,0,0.18213106400857523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09492763468041608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2899320715972107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2713065209779743,0,0,0,0,0,0,0.14292702641269311,0,0.20090674633170555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13224630073691646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1940520774250063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27882737262696816,0,0,0,0,0,0,0.18587164097082864,0,0.20900260824028055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09328714292172913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24159098725680203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28615538247844946,0,0,0,0,0,0,0.19177244278457342,0,0.18719404455844604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09606487387463938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27305546735287584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31252198556087724,0,0,0,0,0,0,0.11689441843435167,0,0.20146325477725585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04896702864248549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23231908571293258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525853143223673,0,0,0,0,0,0,0.27315975243777074,0,0.1929688188844438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10590004259089507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2567932757274273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3117207374382962,0,0,0,0,0,0,0.14818727769066684,0,0.17739866655271444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684656781532758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16600512259424635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29962017223261994,0,0,0,0,0,0,0.27563257285854803,0,0.19027645416130987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12192380994630687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21303543721546642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3144341794043116,0,0,0,0,0,0,0.17714556278678087,0,0.17346101064713426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09373117666165655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3015299870822328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31773178343652103,0,0,0,0,0,0,0.1404857060166615,0,0.14652134680292822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10386671750146553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3585221677533604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26707043892057153,0,0,0,0,0,0,0.15047694157064814,0,0.12006373425395443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24521350678171847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3246196388672671,0,0,0,0,0,0,0.19291101332512461,0,0.23725584102589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07191036900529252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301632957759945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2667523231131957,0,0,0,0,0,0,0.146749810804574,0,0.21295453931699282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07427197059556258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21524441121402035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33439187047517793,0,0,0,0,0,0,0.17294599180430964,0,0.2031457559109295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130157520303284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16546626698647668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2714143580637051,0,0,0,0,0,0,0.24307824386116372,0,0.18988361078537044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338685298875205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35294082162969126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2793842847258229,0,0,0,0,0,0,0.14270613245216707,0,0.19110023130479833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09139375518915083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33245806019784596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3110017046666434,0,0,0,0,0,0,0.11287471383355327,0,0.15227176611280643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08816932872872006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24175467252602334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29315568640536177,0,0,0,0,0,0,0.2336594463416002,0,0.14326086599829457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
