,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0,0,0,0,0,0,0,0,0,0.2746122855329064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4217130228186291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10806919679820907,0,0,0,0,0,0,0,0,0,0,0.1724496352620931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023155859588162353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0.22901047933235655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44039987381772655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10907760634861796,0,0,0,0,0,0,0,0,0,0,0.22151204050129888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0.22877291670334168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5099232210715693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16663480136225692,0,0,0,0,0,0,0,0,0,0,0.09466906086283211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0.21362552787768282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4068102418046724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15918211170270205,0,0,0,0,0,0,0,0,0,0,0.2203821186149428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0.22814121594840042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3006230946648535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14282419397396354,0,0,0,0,0,0,0,0,0,0,0.23257215190988492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09583934350289768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0.25550625582592335,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47048650099486267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10596559937072189,0,0,0,0,0,0,0,0,0,0,0.16804164380849204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0.3491052759543703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217946710944364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06073475630135925,0,0,0,0,0,0,0,0,0,0,0.06836529664983404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0.20084804416523055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35989926038013254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18872625953092706,0,0,0,0,0,0,0,0,0,0,0.20580028297951922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044726152944190536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0.18710722205247635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3459353242222564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23973137784275333,0,0,0,0,0,0,0,0,0,0,0.22722607588251398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0.2435629549192804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33019216804123924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13691342431385795,0,0,0,0,0,0,0,0,0,0,0.2691668702759517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02016458244967072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0.2726805347774131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4306750750579107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09334575884834041,0,0,0,0,0,0,0,0,0,0,0.20329863131633574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0.21025995216854182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43846480859679626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2181018798199144,0,0,0,0,0,0,0,0,0,0,0.1331733594147476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0.2771515145710308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4065685539541945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2223629293437666,0,0,0,0,0,0,0,0,0,0,0.09391700213100812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0.2242405325745441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38371087274886084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1218793606235399,0,0,0,0,0,0,0,0,0,0,0.2701692340530552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0.3053973878783542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47547670233000555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10415378607459917,0,0,0,0,0,0,0,0,0,0,0.11497212371704109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
