Sample,DBS2,DBS4,DBS5,DBS6,DBS9
Ovary-AdenoCA::S.1,4.750225989626519,51.251547090351735,0.6814284488067078,5.043738646375287,9.151288235453682
Ovary-AdenoCA::S.2,14.100930887328943,0.0,90.82777952378126,71.79064535650657,24.285468014213443
Ovary-AdenoCA::S.3,23.352103881664586,102.80330102401653,5.263889194895027,98.4424964396781,44.911310890900424
Ovary-AdenoCA::S.4,27.459407140209382,22.150488111223066,65.91210095752848,2.075494160535594,6.683593246597201
Ovary-AdenoCA::S.5,6.9884674330262095,27.679690170494165,0.0,0.0,1.456967726129285
Ovary-AdenoCA::S.6,5.690130227890255,6.796713574668675,94.0685668120917,9.359073015581375,0.8973397692309059
Ovary-AdenoCA::S.7,32.873557184209865,7.304331320359795,20.855133956859852,0.0,0.0
Ovary-AdenoCA::S.8,55.046455799440785,28.12145961043406,318.24212761494056,0.0,0.0
Ovary-AdenoCA::S.9,35.58406758297631,0.0,177.11219331047764,2.055119945967172,18.612982977334177
Ovary-AdenoCA::S.10,61.56509827942687,0.0,0.0,0.0,0.0
Ovary-AdenoCA::S.11,23.53969259173203,40.4205702060681,0.053187702146681635,2.8376073875638235,0.0
Ovary-AdenoCA::S.12,48.49585193782282,59.627461414550446,1.6634619088063947,2.920810991123565,1.1640560312447437
Ovary-AdenoCA::S.13,83.07860092684632,164.92078416351913,0.0,0.0,1.8857159911878358
Ovary-AdenoCA::S.14,8.181740435396561,11.218206358723883,66.34916642071732,13.303603623775022,9.914955187834956
Ovary-AdenoCA::S.15,13.632383157745291,0.4666506069504306,0.0,0.6085175246192209,4.782933987018202
Ovary-AdenoCA::S.16,3.6747698826826842,59.755608244375004,2.720331816917829,2.597445979534751,9.803429340211993
Ovary-AdenoCA::S.17,68.75722907405537,42.12758192354755,0.0,41.52341352569106,13.782903849860485
Ovary-AdenoCA::S.18,30.974120609085105,144.8742713346518,10.31497179461321,24.269633037906704,3.8923865695946898
Ovary-AdenoCA::S.19,0.0,40.36379599565367,1375.1993904176188,0.0,0.0
Ovary-AdenoCA::S.20,69.57035238482513,6.588611832636533,18.857543509753665,9.021804888400977,6.074893650626272
Ovary-AdenoCA::S.21,16.144957663452978,31.374357701745303,0.2063323304232865,0.6727947598413624,84.96977665530409
Ovary-AdenoCA::S.22,28.686950036564983,0.0,0.0,64.34927153797244,13.034176655436822
Ovary-AdenoCA::S.23,0.7215563911247365,3.2253069069161513,12.921229616742398,6.357467355264088,1.3230126970038865
Ovary-AdenoCA::S.24,425.67296805708156,76.39230915726901,0.0,0.0,0.0
Ovary-AdenoCA::S.25,41.03055983892491,24.571546377290357,0.0,0.47610451349545296,60.65043853430419
Ovary-AdenoCA::S.26,53.15924410244451,106.6608221885793,0.0,82.36330853348365,0.0
Ovary-AdenoCA::S.27,102.5231963531481,4.375082591591252,247.90405439747528,46.23226155759274,35.36263374110791
Ovary-AdenoCA::S.28,92.46260194833708,144.34252491522253,3.426123832883371,13.741250393372791,0.0
Ovary-AdenoCA::S.29,56.92489669988257,13.11011515680528,23.12217428382241,52.09254781787768,5.865591713266289
Ovary-AdenoCA::S.30,157.78970187233242,33.491514988263184,25.155975672303477,0.0,0.0
Ovary-AdenoCA::S.31,24.060722884098055,155.39520330106336,0.0,0.0,0.0
Ovary-AdenoCA::S.32,9.481190032103743,0.0,0.0,58.86322966039291,0.0
Ovary-AdenoCA::S.33,25.86376829333721,0.35686562172724656,0.2995745996479786,10.813273481964078,5.462631912163888
Ovary-AdenoCA::S.34,19.438657864942098,0.0,0.7146234902148392,3.3284937948581126,4.435823654961728
Ovary-AdenoCA::S.35,7.989947498879084,24.8709781687273,0.0,0.0,30.572252657858364
Ovary-AdenoCA::S.36,157.73608886970626,31.53742562349572,46.78736730833577,0.0,45.531447877540444
Ovary-AdenoCA::S.37,522.7794316715735,0.8411990448647555,0.0,0.0,0.0
Ovary-AdenoCA::S.38,14.629645623481313,1.9303241944298288,0.0,0.5023713314662324,9.014325800487274
Ovary-AdenoCA::S.39,2.471839474010409,135.58016793625632,32.50545584152926,12.715772036713473,0.0
Ovary-AdenoCA::S.40,61.2021163897104,82.63248825176865,1.3614063736906172,2.5473009495086,0.0
Ovary-AdenoCA::S.41,13.844300909642913,77.94389148242774,1.9420450644784604,4.729051343465109,7.600280879413257
Ovary-AdenoCA::S.42,5.620370261130947,57.99547482628461,5.8908407615798986,0.0,157.03673993717072
