Mutation type,Kidney-RCC::MSI-H.S.1
DEL_C_1_0,71.86163248919021
DEL_C_1_1,14.449615986712898
DEL_C_1_2,5.218863150217726
DEL_C_1_3,33.85805899265747
DEL_C_1_4,40.883923010883485
DEL_C_1_5+,152.8864413619854
DEL_T_1_0,105.82810332099945
DEL_T_1_1,22.32302436676441
DEL_T_1_2,97.39680136594376
DEL_T_1_3,226.12715554656614
DEL_T_1_4,483.35076578278733
DEL_T_1_5+,7825.596385726607
INS_C_1_0,0.1286397885931799
INS_C_1_1,2.4330500179884
INS_C_1_2,0.8588105637987173
INS_C_1_3,7.279854402810713
INS_C_1_4,34.40168450122796
INS_C_1_5+,173.8781043383122
INS_T_1_0,22.98562579312192
INS_T_1_1,3.2813646363383393
INS_T_1_2,12.546962258004108
INS_T_1_3,29.221479166442396
INS_T_1_4,95.45016829035747
INS_T_1_5+,3229.6691112898543
DEL_repeats_2_0,10.0493362376579
DEL_repeats_2_1,43.40390567210628
DEL_repeats_2_2,20.394639999866076
DEL_repeats_2_3,8.711946386967954
DEL_repeats_2_4,8.824654783934605
DEL_repeats_2_5+,3.962644911911648
DEL_repeats_3_0,3.935506861756787
DEL_repeats_3_1,67.44414889186334
DEL_repeats_3_2,24.982689661288273
DEL_repeats_3_3,5.33106276702414
DEL_repeats_3_4,1.0852416286519517
DEL_repeats_3_5+,1.5504893655922745
DEL_repeats_4_0,2.5874405153931774
DEL_repeats_4_1,24.38581891861597
DEL_repeats_4_2,5.317959753047198
DEL_repeats_4_3,0.7918304027772926
DEL_repeats_4_4,0.8436949637616158
DEL_repeats_4_5+,2.4178066076154328
DEL_repeats_5+_0,4.11929166014295
DEL_repeats_5+_1,29.471246573558034
DEL_repeats_5+_2,4.37753769593864
DEL_repeats_5+_3,1.6360436977972603
DEL_repeats_5+_4,0.8432982384739297
DEL_repeats_5+_5+,0.42596381890000107
INS_repeats_2_0,5.900391507047742
INS_repeats_2_1,6.165071027788979
INS_repeats_2_2,12.121645306780918
INS_repeats_2_3,5.751510032422746
INS_repeats_2_4,29.456673575099163
INS_repeats_2_5+,196.1175332470657
INS_repeats_3_0,1.2889059729211154
INS_repeats_3_1,13.87790894766826
INS_repeats_3_2,2.403431448104503
INS_repeats_3_3,0.6331319744696803
INS_repeats_3_4,1.6856007554152759
INS_repeats_3_5+,22.400818442565086
INS_repeats_4_0,0.6420610472584105
INS_repeats_4_1,14.94429855114125
INS_repeats_4_2,0.4675451021250264
INS_repeats_4_3,1.8596853253294512
INS_repeats_4_4,3.5433491460389384
INS_repeats_4_5+,24.768824004038485
INS_repeats_5+_0,1.0067077653976004
INS_repeats_5+_1,7.519718856610083
INS_repeats_5+_2,1.0475599514720433
INS_repeats_5+_3,1.8249050940129252
INS_repeats_5+_4,0.9880182776863771
INS_repeats_5+_5+,1.6573073745056142
DEL_MH_2_1,11.53432075333033
DEL_MH_3_1,2.928249857508977
DEL_MH_3_2,35.38938819178442
DEL_MH_4_1,3.4808069579786056
DEL_MH_4_2,7.244640920593937
DEL_MH_4_3,8.090686167635418
DEL_MH_5+_1,8.564350238469435
DEL_MH_5+_2,6.042424389190271
DEL_MH_5+_3,4.855570805947466
DEL_MH_5+_4,6.7112751216160715
DEL_MH_5+_5+,26.668666356071892
