Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15
DEL_C_1_0,137.98699517953497,89.12915206516428,193.08258740008017,276.0402213370684,399.07165994417466,613.0300485946752,43.07259745268689,224.71976341844362,305.11842573568725,385.0444723572438,1065.1041906521825,170.58364434511876,311.7756679683526,168.92441687213505,377.168870086212
DEL_C_1_1,6.728630678859949,11.900255048368933,22.048625675430753,3.4416687831346944,8.24806419284472,2.808382732492818,17.027960115335333,157.63885016257933,29.0388193236069,4.487388925372112,40.77336365659335,9.594957334718496,17.748642558893202,5.76009658476275,57.25174997484862
DEL_C_1_2,0.08814397208144922,0.05592675070912131,0.12165311560051878,0.17766658886368897,0.2564163015152852,0.3952068008168626,0.025523027351688484,140.8351810036201,0.19301621029192542,0.24786632419964713,0.6818612854290877,0.10879590456255013,0.19881796782793665,0.10823672776023777,0.23574643472393314
DEL_C_1_3,85.11288617999095,72.82259410708348,148.94258294766638,146.59765438047344,219.6673711845527,314.1418801723944,61.83372300518979,144.19231556001927,221.65581822150864,203.74666556372904,630.6010188474103,108.23552308594965,198.32273151361332,98.3435555799999,324.449303501299
DEL_C_1_4,114.88435720269538,79.85809904385722,170.20704239132596,222.32837386235096,323.8686247762312,490.12962887055284,47.0290675909775,105.45948421622677,264.6275665041013,309.88817528394094,878.4255443757479,142.97871593614667,261.4807124004742,138.7888044085185,343.09360297167046
DEL_C_1_5+,440.81860806521934,312.94337809016736,664.0039011353595,844.4371424281354,1233.0234704746347,1857.2716918398692,193.3431742586911,361.21633525979547,1027.6200157655373,1176.722962759957,3360.9349353257103,549.7209610315972,1005.5162328067239,530.4025556219881,1350.0266720521222
DEL_T_1_0,234.41894542977025,161.6765152748689,345.17612241895984,455.3432573924596,662.7347540912025,1004.6596560215074,93.44787678525698,721.0328054897509,537.5819210933845,634.7260864460042,1794.2876361667306,291.5298295046513,533.1168202200106,283.6125914779327,693.5305891725855
DEL_T_1_1,1.3806371051193316e-13,1.2025440652069848e-13,2.451607537313713e-13,2.349785593074752e-13,3.531708329881647e-13,5.019507598799381e-13,1.0450533915562235e-13,561.5426982416648,3.635406628196445e-13,3.264791322874136e-13,1.019769861713328e-12,1.7593103879216745e-13,3.2242098100637013e-13,1.5882799317636539e-13,5.372394309362963e-13
DEL_T_1_2,206.81456913473778,140.46076438401684,300.8880960006993,404.61126688368006,587.9248892328684,894.1608511222465,78.14125244541815,765.9295573296009,470.1967190948693,564.1012017434482,1586.216212184239,256.832257103214,469.605095522583,250.92931079456443,600.6623632298345
DEL_T_1_3,591.6072197475268,398.0199012625842,854.3931377491019,1162.4285242973754,1687.4062673121348,2571.3530695760146,216.06322868087523,933.2872577225335,1337.9483878815076,1620.7955950433657,4543.0630207694085,734.0477093132952,1342.06446620482,719.0392453281182,1698.8022635643988
DEL_T_1_4,1369.3329830570842,911.1683412945742,1960.7060249391568,2703.934174929406,3920.6397869355164,5987.818268160934,480.16503688197355,1345.2000645326257,3077.902926148978,3770.571468387012,10530.27396415639,1697.3203940533294,3102.9405337285484,1667.5949016691104,3880.150581210467
DEL_T_1_5+,23090.24103906779,14650.600873891097,31868.31380565249,46541.63256520543,67170.94848941364,103528.58029486795,6686.025597429914,18056.438463124134,50562.6274246894,64931.19195888297,178620.73904746238,28500.232075895656,52082.45886403159,28353.74982823223,61756.25937123186
INS_C_1_0,1.3806371051193316e-13,1.2025440652069848e-13,2.451607537313713e-13,2.349785593074752e-13,3.531708329881647e-13,5.019507598799381e-13,1.0450533915562235e-13,2.86992243616118,3.635406628196445e-13,3.264791322874136e-13,1.019769861713328e-12,1.7593103879216745e-13,3.2242098100637013e-13,1.5882799317636539e-13,5.372394309362963e-13
INS_C_1_1,6.4343965934910745,4.082580870250145,8.880520971801634,12.969432476966482,18.71806021472765,28.849588155064,1.863148169623244,11.564676730464889,14.089935098941526,18.093922867442597,49.774996844305356,7.941961102639568,14.513455937006267,7.901141915270404,17.209186523981476
INS_C_1_2,0.7425633660878992,0.4711514046874089,1.024859044608199,1.4967410380155741,2.1601630545658645,3.3293949136340193,0.21501714360532917,17.25598014943899,1.626052961300872,2.088134306762214,5.744297645735868,0.9165442763787595,1.6749295038875647,0.9118335264687255,1.9860310578011438
INS_C_1_3,18.862451407466867,20.313946144855958,39.99082022258454,26.950981823742886,42.48509910300817,54.64909475604237,21.954083143686507,19.269057502620043,56.949299881798765,37.25628694441527,133.58128992186258,24.692534336182355,45.358644039150974,20.425449965521548,93.3818282504812
INS_C_1_4,96.61375343457773,78.91538957774785,162.80138724318982,171.37668067923718,254.91172518899657,370.0261550261666,62.78385057686447,79.00163859663624,244.58248276787805,238.365980580721,721.3490659798547,122.22743975691452,223.85827199407737,112.86104488622422,349.0132157958741
INS_C_1_5+,447.2497348842885,523.467904050003,1018.1356637414392,583.597095773963,945.326888305301,1145.9136828973915,603.1600673619445,390.84679680253987,1428.6900747899865,804.3206942939892,3105.582983060931,592.5529943852823,1089.5904033892446,470.602594238342,2429.2246957799343
INS_T_1_0,55.67101569916127,57.85333674278552,114.51491910677015,82.33104477059884,128.5106472911097,168.82777056786102,60.642642983525974,80.75774639160706,164.14167761891218,113.93420019642018,397.360494043914,72.52280849279927,133.16418786821382,60.97325340254011,264.79760296238294
INS_T_1_1,0.317923940297057,0.5992894688059951,1.103678955961317,0.11353220052469604,0.3347870191860085,5.019507598799381e-13,0.8776954336391616,71.5686123693404,1.4414428126670356,0.14202390391220931,1.871822437815894,0.4596117015724165,0.8510846605137914,0.26002519504034055,2.8954967783536647
INS_T_1_2,19.859781314057805,14.503554321903138,30.59174461700006,37.506725680494455,54.94940636204499,82.2224572195939,9.51046045533305,173.02593936070232,47.05522640254173,52.24807784340316,150.8187328710336,24.834478920066584,45.4369814880464,23.76297510278818,62.90392785428652
INS_T_1_3,64.16592199853474,82.57365881779346,158.56726336576622,73.81622307667777,124.53264970094392,137.60808529317148,101.30122389963047,156.76629037591073,218.97919214315897,101.25919976750235,434.5069571364105,86.27535780782375,158.8393394432577,65.06579710639144,386.95776878566113
INS_T_1_4,230.18583726327805,310.2988656368099,592.3807244132194,246.13352408888073,425.8480343125948,443.1730883548477,391.22281279412766,266.7716117730726,811.9454463371411,336.62417701080483,1537.9243017838842,311.8797194075193,574.5568761349626,228.7975612494178,1460.5747241053862
INS_T_1_5+,7117.084196390497,13304.741429083635,24521.413005812265,2688.797304573117,7659.368257566582,398.0768154781002,19428.798668943407,7061.187459449019,32060.19272049138,3389.368939467302,42066.930043655964,10270.15764178602,19015.071444724974,5857.3633968905615,64247.80106697158
DEL_repeats_2_0,10.054863136995515,13.147745927076354,25.19612686839045,11.290714468902163,19.20512167872659,20.816215702575384,16.285766693004575,157.4573590516892,34.704856895677935,15.473281932312586,67.77971641852811,13.554653527840138,24.960498730700806,10.127545038921177,61.708580436586786
DEL_repeats_2_1,110.77399460030891,82.32062454206732,173.01398084818803,207.31841874573857,304.38563194353446,453.5201361200285,55.85874429981488,217.95414020887236,265.1316529111246,288.7387326823657,839.1350572568485,138.76234752763474,253.91803778123884,132.07874400468384,358.18417243300337
DEL_repeats_2_2,56.15032018490406,40.29077526101968,85.29631325341012,106.99339389333856,156.42277505865619,235.0367277858675,25.475032959272568,68.4794860411534,131.69947508360815,149.0766920070142,427.47327419246363,70.09450585401505,128.22454602743827,67.42065486392717,174.16905815151682
DEL_repeats_2_3,24.312433573420705,19.63576596369269,40.595403985341036,43.421896710739276,64.47833874202726,93.91486009739467,15.35871086574067,21.673695864021855,61.13019499993973,60.40547847131009,181.85387232777146,30.720322894006802,56.257836232911686,28.47410425681823,86.68075509837041
DEL_repeats_2_4,25.426552248093664,16.67161616753847,35.99362708439858,50.53640626049072,73.16796878863829,112.07251583859076,8.426941073002608,24.390939079671547,56.68834772137566,70.48220823964311,195.8978461719285,31.474979371857348,57.53376668841023,31.04600081292262,70.77576863312308
DEL_repeats_2_5+,1.5847003202274497e-13,1.3320207871058012e-13,2.733248190793804e-13,2.7611037409263576e-13,4.12534092502951e-13,5.934455819340027e-13,1.1041420722416376e-13,113.40335610875995,4.082260877103522e-13,3.8386297583202373e-13,1.1776284229701872e-12,2.0111851508959796e-13,3.6844957805976695e-13,1.8388601375107787e-13,5.918173836697562e-13
DEL_repeats_3_0,1.3644146517267548,2.128905579321621,3.9956734111736094,1.0748193321497386,2.094329362012261,1.588451771771956,2.891282078362276,91.97437364018371,5.355678079376752,1.4474991640682489,8.687932628520855,1.897604667109965,3.5032548670242982,1.261211905698092,10.147382164259213
DEL_repeats_3_1,181.33501106313093,164.49135231477442,332.94768266201254,299.9408334930847,454.14241470517135,635.794722778577,150.19717944310946,180.45953609569895,489.75319701408034,416.41847253112354,1329.7052204746592,232.17720921751638,425.67904590982374,206.46013282280663,739.2997435912231
DEL_repeats_3_2,70.96995975975928,52.620099300398415,110.643875700556,132.98328259516512,195.19070731672727,290.99051328917244,35.54901408005274,60.788483435709864,169.6368578029431,185.21524878761988,537.7897173467956,88.88098061356506,162.63793067230748,84.65887534288518,228.85900529949484
DEL_repeats_3_3,14.338979491423515,12.760511905494083,25.91532815842099,24.044690673818188,36.27704514085028,51.15920267538851,11.389535768580812,15.040823618485707,38.26480797570101,33.394464320685174,105.51019952128867,18.317626802971233,33.57727987865376,16.406589506006803,57.191393712478884
DEL_repeats_3_4,1.386305527761224e-13,1.2061406408152854e-13,2.459430888799271e-13,2.361211097181741e-13,3.548198124191309e-13,5.044922827147731e-13,1.046694743797485e-13,31.0520757454832,3.6478192462216414e-13,3.2807312794143055e-13,1.0241548217482407e-12,1.7663069091154053e-13,3.2369955314674224e-13,1.5952404930344074e-13,5.387554851788924e-13
DEL_repeats_3_5+,1.3806371051193316e-13,1.2025440652069848e-13,2.451607537313713e-13,2.349785593074752e-13,3.531708329881647e-13,5.019507598799381e-13,1.0450533915562235e-13,44.346216647420064,3.635406628196445e-13,3.264791322874136e-13,1.019769861713328e-12,1.7593103879216745e-13,3.2242098100637013e-13,1.5882799317636539e-13,5.372394309362963e-13
DEL_repeats_4_0,1.1294660424797716,1.7002022545739055,3.2037542514600825,0.9721154647827552,1.8258773649855364,1.5376213150752531,2.270672399524886,58.16126431010076,4.3170142198762305,1.3157267557923105,7.283687348421433,1.5603437914454257,2.879073133838288,1.0644020944862485,8.080513779595227
DEL_repeats_4_1,67.06988118257493,51.43905532791115,107.42441942553725,123.40654090220134,181.92527395531246,268.8660487073657,36.97585224755461,68.58210738093052,163.5213010335167,171.80128651210597,505.70792101877146,84.28576070385361,154.27679183788877,79.44558500387264,225.08223247701326
DEL_repeats_4_2,15.423524618607264,9.817986158666862,21.340280012383534,31.046024365570567,44.8206994561829,69.03945119916236,4.5290140182464675,12.829863225536585,33.833910392609255,43.311637400419855,119.26570984265769,19.042607326588655,34.80011424955035,18.92892699858272,41.41507791202636
DEL_repeats_4_3,0.20604716303280618,0.13073552336177077,0.28437882650012686,0.41531707428906106,0.5994040231562732,0.9238435504625695,0.05966315396992778,20.68339682965275,0.45119866521601454,0.5794174202351724,1.5939329726909415,0.2543235453921487,0.46476097302534036,0.2530164021919099,0.5510857171839243
DEL_repeats_4_4,1.3806371051193316e-13,1.2025440652069848e-13,2.451607537313713e-13,2.349785593074752e-13,3.531708329881647e-13,5.019507598799381e-13,1.0450533915562235e-13,24.119718326322136,3.635406628196445e-13,3.264791322874136e-13,1.019769861713328e-12,1.7593103879216745e-13,3.2242098100637013e-13,1.5882799317636539e-13,5.372394309362963e-13
DEL_repeats_4_5+,6.1915391876996395,4.213594732941934,9.022146286293303,12.101789370258814,17.588418449265607,26.738472212308203,2.3562235889328305,13.233981828536422,14.092570741638012,16.871718784953355,47.47495407053207,7.690392543018241,14.061741171952024,7.509432574125715,18.026299315369084
DEL_repeats_5+_0,1.1570439367647247,0.8165112032213976,1.734673058793149,2.222932961795871,3.2436519458061452,4.892431457057624,0.49781531564598425,98.5486962586653,2.6880901977850264,3.0978684230065543,8.828882244769233,1.442060049597838,2.6375927328785913,1.393784232674278,3.518339853703485
DEL_repeats_5+_1,85.89321209322932,56.3797219808276,121.69257713878294,170.6350458105695,247.07681829361454,378.37073694978073,28.58847077948025,69.06625702737826,191.61365887637822,237.97903333215083,661.6699237953159,106.33574248251549,194.37502875280046,104.8560605021298,239.40328012830483
DEL_repeats_5+_2,12.263504495928885,9.027631703397883,19.01031962875217,23.065581898353095,33.82520517675874,50.51594324589174,6.0142837291198346,12.21449234202501,29.19107175331183,32.12795215733024,93.02539872098481,15.347508491092588,28.081676137309543,14.65025813968471,39.21189734359053
DEL_repeats_5+_3,4.6314343519366385,3.12506649651711,6.703960563706052,9.088019130144765,13.196396596176413,20.097218892600527,1.70953140458538,4.982969022804898,10.491351408186848,12.671207077939956,35.55214293436481,5.748084021256115,10.509517051272267,5.626045927561851,13.346212421099903
DEL_repeats_5+_4,2.42511156587169,1.5693976670876106,3.3983616011075246,4.847462407265967,7.009263811473928,10.763349205526772,0.7628454979612866,2.3997468894506895,5.367981628147028,6.761531752110809,18.71475656129486,2.9984955193883702,5.480432252545392,2.9678641586250123,6.643938724359271
DEL_repeats_5+_5+,0.8477763566483703,0.8466901254879233,1.686475042123856,1.2992810501402414,2.00793888418188,2.694014204925237,0.8556673840477828,3.8073074730667638,2.435270017779289,1.7999418000183203,6.101855212779494,1.0986001363422113,2.0163025947019992,0.939774546927122,3.8558772778580903
INS_repeats_2_0,12.57704976788239,11.946231353775104,23.991402204391772,20.09054531947911,30.7008004422038,42.17059886542711,11.479397665518382,44.04609284843329,34.975770603739264,27.865453731381702,91.43155639399997,16.194205568622582,29.705388178152162,14.143447689799707,54.041063204642484
INS_repeats_2_1,7.761724965433776,5.002499729749943,10.842460114386782,15.541747214516285,22.463961932873403,34.52214004627427,2.4011086420960575,103.34718673084461,17.14221973549735,21.679411898265062,59.92801238455087,9.593419134553397,17.53358058712037,9.505548024247986,21.15911040646136
INS_repeats_2_2,31.08994315777869,21.90999718875373,46.56111887773168,59.77003773666923,87.20161212415307,131.56713966705186,13.31752218908029,62.62493761319442,72.17355961683887,83.29651637038938,237.2773952796244,38.743334963509774,70.86247457807731,37.460955877695575,94.38511794787442
INS_repeats_2_3,14.864609697160713,14.504867402274368,29.00027558395762,23.23299246124843,35.71215118424997,48.45743682581702,14.329716318712446,18.61200661674513,42.060510907477976,32.20396531875313,107.49127570845263,19.20487870593955,35.238325017172656,16.58939451389329,65.85495783961095
INS_repeats_2_4,79.02559294286334,78.8796115233409,157.13020626011775,121.1719890027391,187.2366928046875,251.28328543140927,79.67276858158846,66.63616058249126,226.9201942130806,167.8664324023412,568.8513997578239,102.39860685947936,187.93485878330338,87.61588452941905,359.1960528551813
