Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Skin-Melanoma::S.1	292	0.989	132.577	45.403%	60.288	29.981%	0.32585	0.989
Skin-Melanoma::S.2	623	0.999	87.028	13.969%	22.14	4.243%	0.09326	0.999
Skin-Melanoma::S.3	1498	0.926	1229.637	82.085%	633.529	80.803%	0.696	0.928
Skin-Melanoma::S.4	960	1.0	139.377	14.518%	50.054	5.752%	0.07569	1.0
Skin-Melanoma::S.5	4733	0.986	2383.361	50.356%	1181.894	38.827%	0.27897	0.986
Skin-Melanoma::S.6	463	1.0	53.889	11.639%	15.926	3.898%	0.06489	1.0
Skin-Melanoma::S.7	897	0.987	442.08	49.284%	209.247	35.416%	0.31177	0.988
Skin-Melanoma::S.8	1026	0.999	189.186	18.439%	46.957	5.49%	0.13236	0.999
Skin-Melanoma::S.9	146	0.974	103.199	70.684%	49.273	60.224%	0.52474	0.976
Skin-Melanoma::S.10	1994	0.999	370.986	18.605%	128.344	8.006%	0.07534	0.999
Skin-Melanoma::S.11	13	0.977	7.591	58.392%	2.916	31.628%	0.88383	0.977
Skin-Melanoma::S.12	294	0.667	380.413	129.392%	196.546	176.064%	1.27582	0.664
Skin-Melanoma::S.13	2782	0.999	433.804	15.593%	172.427	6.785%	0.06909	0.999
Skin-Melanoma::S.14	533	0.908	480.375	90.127%	253.229	100.962%	0.66165	0.91
Skin-Melanoma::S.15	917	0.966	505.3	55.104%	264.621	44.718%	0.36475	0.966
Skin-Melanoma::S.16	3093	0.999	467.566	15.117%	159.06	5.744%	0.08557	0.999
Skin-Melanoma::S.17	1559	0.403	2270.172	145.617%	1228.113	198.957%	1.56508	0.385
Skin-Melanoma::S.18	5065	1.0	708.15	13.981%	322.048	6.92%	0.04915	1.0
Skin-Melanoma::S.19	182	0.959	146.564	80.53%	73.062	79.585%	0.59708	0.962
Skin-Melanoma::S.20	4298	0.999	951.943	22.149%	494.208	11.874%	0.08302	0.999
Skin-Melanoma::S.21	193	0.999	47.797	24.765%	24.17	12.787%	0.11861	0.999
Skin-Melanoma::S.22	2111	0.997	382.617	18.125%	135.952	7.651%	0.13124	0.997
Skin-Melanoma::S.23	2204	0.996	604.839	27.443%	289.706	17.561%	0.10942	0.996
Skin-Melanoma::S.24	2284	0.993	875.623	38.337%	415.787	25.991%	0.22386	0.994
Skin-Melanoma::S.25	388	1.0	64.244	16.558%	27.729	7.721%	0.07063	1.0
Skin-Melanoma::S.26	787	0.978	511.325	64.971%	246.815	53.772%	0.52536	0.979
Skin-Melanoma::S.27	1266	0.999	192.97	15.242%	56.525	5.328%	0.09548	0.999
Skin-Melanoma::S.28	790	0.964	604.367	76.502%	293.732	69.56%	0.63968	0.966
Skin-Melanoma::S.29	1695	0.995	496.618	29.299%	227.835	17.939%	0.1653	0.995
Skin-Melanoma::S.30	1965	0.974	1205.301	61.338%	605.934	51.531%	0.40764	0.975
Skin-Melanoma::S.31	735	0.992	352.051	47.898%	153.692	30.998%	0.36322	0.992
Skin-Melanoma::S.32	897	0.998	223.192	24.882%	82.695	11.715%	0.14028	0.998
Skin-Melanoma::S.33	302	0.321	482.297	159.701%	245.706	284.172%	2.03917	0.296
Skin-Melanoma::S.34	1434	0.999	207.767	14.489%	54.053	4.51%	0.07556	0.999
Skin-Melanoma::S.35	3875	0.997	1029.638	26.571%	404.11	13.502%	0.13759	0.998
Skin-Melanoma::S.36	565	0.996	156.026	27.615%	66.72	15.473%	0.13361	0.996
Skin-Melanoma::S.37	26	0.994	7.138	27.454%	2.435	11.0%	0.35127	0.994
Skin-Melanoma::S.38	862	0.999	115.472	13.396%	35.375	4.666%	0.0711	0.999
Skin-Melanoma::S.39	4944	0.999	1016.32	20.557%	511.328	10.814%	0.07912	0.999
Skin-Melanoma::S.40	432	0.918	404.079	93.537%	207.088	106.234%	0.92905	0.922
Skin-Melanoma::S.41	2456	0.999	408.954	16.651%	126.583	6.276%	0.08247	0.999
Skin-Melanoma::S.42	9418	0.999	1709.252	18.149%	866.185	9.727%	0.06247	0.999
Skin-Melanoma::S.43	3506	0.999	707.667	20.184%	214.311	7.489%	0.13901	0.999
Skin-Melanoma::S.44	3069	0.996	1098.494	35.793%	552.743	25.934%	0.15175	0.996
Skin-Melanoma::S.45	1892	0.984	876.894	46.347%	447.106	35.564%	0.24604	0.985
Skin-Melanoma::S.46	2766	1.0	266.826	9.647%	71.124	3.057%	0.04109	1.0
Skin-Melanoma::S.47	8773	1.0	1362.813	15.534%	648.102	7.961%	0.05089	1.0
Skin-Melanoma::S.48	5114	1.0	893.627	17.474%	425.568	8.875%	0.05908	1.0
Skin-Melanoma::S.49	2100	0.948	1726.557	82.217%	872.758	82.891%	0.67914	0.951
Skin-Melanoma::S.50	2607	0.999	358.465	13.75%	120.38	5.296%	0.08885	0.999
Skin-Melanoma::S.51	948	0.999	156.359	16.494%	63.294	7.263%	0.07513	0.999
Skin-Melanoma::S.52	1538	0.993	690.696	44.909%	329.871	32.238%	0.27083	0.993
Skin-Melanoma::S.53	229	0.97	148.387	64.798%	71.91	52.439%	0.516	0.971
Skin-Melanoma::S.54	327	0.562	464.215	141.962%	237.977	223.15%	1.54766	0.555
Skin-Melanoma::S.55	5245	0.999	930.406	17.739%	359.452	7.472%	0.08081	0.999
Skin-Melanoma::S.56	4157	0.999	912.358	21.948%	362.638	11.18%	0.10782	0.999
Skin-Melanoma::S.57	3750	0.999	560.182	14.938%	244.709	7.112%	0.05766	0.999
Skin-Melanoma::S.58	476	0.999	86.816	18.239%	26.937	6.899%	0.09072	0.999
Skin-Melanoma::S.59	849	0.999	160.054	18.852%	49.983	7.259%	0.11636	0.999
Skin-Melanoma::S.60	11593	0.999	1749.439	15.09%	663.598	7.002%	0.05068	0.999
Skin-Melanoma::S.61	752	0.996	199.763	26.564%	87.127	15.116%	0.12264	0.996
Skin-Melanoma::S.62	2176	0.994	816.707	37.532%	380.802	24.781%	0.18821	0.994
Skin-Melanoma::S.63	1080	0.999	144.266	13.358%	44.849	4.701%	0.08115	0.999
Skin-Melanoma::S.64	1148	0.923	1054.906	91.891%	544.802	104.831%	0.85717	0.927
Skin-Melanoma::S.65	1028	0.999	173.252	16.853%	79.353	8.316%	0.07215	0.999
Skin-Melanoma::S.66	816	0.412	1189.575	145.781%	641.195	185.661%	1.63138	0.395
Skin-Melanoma::S.67	186	0.874	189.512	101.888%	95.342	112.944%	0.88058	0.876
Skin-Melanoma::S.68	509	0.999	57.423	11.282%	17.337	3.976%	0.07653	0.999
Skin-Melanoma::S.69	5784	0.999	1005.69	17.387%	478.517	8.843%	0.06227	0.999
Skin-Melanoma::S.70	7827	0.999	1528.161	19.524%	778.528	10.437%	0.06745	0.999
Skin-Melanoma::S.71	2867	0.999	446.588	15.577%	140.516	5.936%	0.07551	0.999
Skin-Melanoma::S.72	65	0.998	15.541	23.909%	4.562	8.568%	0.17948	0.998
Skin-Melanoma::S.73	532	0.998	89.128	16.753%	26.109	5.641%	0.1198	0.998
Skin-Melanoma::S.74	120	0.992	56.484	47.07%	24.127	29.436%	0.36504	0.992
Skin-Melanoma::S.75	1047	0.999	171.798	16.409%	58.54	6.173%	0.07746	0.999
Skin-Melanoma::S.76	217	0.999	39.502	18.204%	10.33	5.721%	0.1262	0.999
Skin-Melanoma::S.77	3205	0.999	432.061	13.481%	164.521	5.692%	0.05282	0.999
Skin-Melanoma::S.78	430	0.999	67.98	15.809%	25.745	6.58%	0.07944	0.999
Skin-Melanoma::S.79	1028	0.997	303.193	29.493%	127.776	16.494%	0.14184	0.997
Skin-Melanoma::S.80	2006	0.999	455.039	22.684%	220.182	11.414%	0.10638	0.999
Skin-Melanoma::S.81	331	0.91	306.623	92.635%	158.328	103.297%	0.81903	0.913
Skin-Melanoma::S.82	5318	1.0	934.556	17.573%	473.724	9.433%	0.05613	1.0
Skin-Melanoma::S.83	16119	0.999	3129.971	19.418%	1576.437	10.295%	0.07393	0.999
Skin-Melanoma::S.84	22182	0.999	4254.518	19.18%	2209.441	10.441%	0.06159	1.0
Skin-Melanoma::S.85	1472	1.0	264.069	17.939%	131.278	9.442%	0.06562	1.0
Skin-Melanoma::S.86	14900	0.999	3114.22	20.901%	1610.551	11.231%	0.07686	0.999
Skin-Melanoma::S.87	901	0.96	702.234	77.939%	357.374	77.809%	0.52019	0.963
Skin-Melanoma::S.88	1089	0.763	1131.102	103.866%	626.343	113.78%	1.08182	0.759
Skin-Melanoma::S.89	498	0.997	154.669	31.058%	59.051	15.575%	0.18189	0.997
Skin-Melanoma::S.90	816	0.987	432.391	52.989%	199.561	37.848%	0.36135	0.988
Skin-Melanoma::S.91	808	0.999	104.254	12.903%	27.31	3.86%	0.07367	0.999
Skin-Melanoma::S.92	651	0.686	839.481	128.953%	436.936	194.714%	1.21884	0.687
Skin-Melanoma::S.93	406	0.999	64.412	15.865%	20.426	6.08%	0.09906	0.999
Skin-Melanoma::S.94	1104	1.0	116.011	10.508%	37.199	3.808%	0.05164	1.0
Skin-Melanoma::S.95	3157	1.0	270.13	8.557%	71.038	2.586%	0.0398	1.0
Skin-Melanoma::S.96	952	0.998	187.339	19.678%	66.687	8.668%	0.08936	0.998
Skin-Melanoma::S.97	1814	0.999	314.437	17.334%	133.015	7.942%	0.07468	0.999
Skin-Melanoma::S.98	5921	1.0	991.521	16.746%	491.821	8.862%	0.04961	1.0
