Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ColoRect-AdenoCA::S.1	119	0.709	103.794	87.222%	24.7	71.632%	1.20033	0.647
ColoRect-AdenoCA::S.2	109	0.5	116.994	107.334%	28.548	106.614%	3.07391	0.384
ColoRect-AdenoCA::S.3	136	0.872	95.702	70.369%	21.72	57.079%	0.50405	0.853
ColoRect-AdenoCA::S.4	107	0.785	87.774	82.032%	16.073	70.689%	0.65996	0.715
ColoRect-AdenoCA::S.5	75	0.789	60.402	80.536%	11.417	63.923%	0.72607	0.724
ColoRect-AdenoCA::S.6	260	0.674	263.976	101.529%	62.53	85.811%	0.97919	0.619
ColoRect-AdenoCA::S.7	151	0.753	120.666	79.911%	29.576	75.245%	0.56938	0.704
ColoRect-AdenoCA::S.8	131	0.823	88.613	67.644%	15.203	57.585%	1.10037	0.733
ColoRect-AdenoCA::S.9	79	0.905	54.171	68.571%	11.17	42.616%	0.6135	0.891
ColoRect-AdenoCA::S.10	391	0.875	261.075	66.771%	76.268	49.912%	1.52053	0.864
ColoRect-AdenoCA::S.11	358	0.638	316.102	88.297%	97.106	80.681%	2.53856	0.585
ColoRect-AdenoCA::S.12	110	0.884	83.589	75.99%	19.217	47.424%	3.09862	0.872
ColoRect-AdenoCA::S.13	133	0.748	126.104	94.815%	33.259	66.799%	1.58324	0.718
ColoRect-AdenoCA::S.14	45	0.911	27.958	62.129%	9.65	41.26%	4.39441	0.907
ColoRect-AdenoCA::S.15	210	0.881	189.665	90.317%	50.788	86.517%	1.10463	0.88
ColoRect-AdenoCA::S.16	317	0.859	201.657	63.614%	43.117	53.6%	0.5235	0.825
ColoRect-AdenoCA::S.17	69	0.898	54.257	78.633%	13.639	56.009%	2.47288	0.891
ColoRect-AdenoCA::S.18	163	0.839	136.228	83.575%	32.132	64.771%	0.89388	0.819
ColoRect-AdenoCA::S.19	90	0.911	49.957	55.508%	10.262	41.414%	0.4318	0.891
ColoRect-AdenoCA::S.20	99	0.915	95.493	96.458%	38.362	91.572%	2.22881	0.918
ColoRect-AdenoCA::S.21	93	0.765	81.636	87.781%	22.845	81.125%	1.0348	0.738
ColoRect-AdenoCA::S.22	312	0.696	247.646	79.374%	74.637	75.712%	1.33417	0.647
ColoRect-AdenoCA::S.23	130	0.893	101.904	78.388%	24.48	48.102%	0.72564	0.884
ColoRect-AdenoCA::S.24	73	0.91	46.482	63.674%	8.597	43.366%	0.43826	0.895
ColoRect-AdenoCA::S.25	197	0.8	169.162	85.869%	35.765	65.638%	3.60426	0.763
ColoRect-AdenoCA::S.26	28	0.898	20.421	72.932%	6.766	44.231%	0.72379	0.893
ColoRect-AdenoCA::S.27	232	0.632	207.235	89.325%	52.423	87.542%	1.3322	0.548
ColoRect-AdenoCA::S.28	150	0.844	121.481	80.987%	23.78	63.017%	0.8903	0.814
ColoRect-AdenoCA::S.29	239	0.846	180.473	75.512%	45.438	53.346%	3.70516	0.827
ColoRect-AdenoCA::S.30	124	0.898	81.171	65.46%	14.68	45.047%	0.50977	0.874
ColoRect-AdenoCA::S.31	114	0.923	84.53	74.149%	18.746	42.517%	0.56221	0.918
ColoRect-AdenoCA::S.32	16	0.961	7.664	47.9%	2.253	27.733%	0.49374	0.959
ColoRect-AdenoCA::S.33	114	0.835	94.644	83.021%	24.155	58.827%	4.44989	0.818
ColoRect-AdenoCA::S.34	127	0.901	87.043	68.538%	19.544	45.159%	2.33532	0.89
ColoRect-AdenoCA::S.35	300	0.608	310.623	103.541%	91.326	81.502%	3.89981	0.558
ColoRect-AdenoCA::POLE.S.1	1761	0.918	848.076	48.159%	210.904	40.881%	0.24303	0.904
ColoRect-AdenoCA::POLE.S.2	1520	0.971	450.662	29.649%	110.617	23.771%	0.14106	0.967
ColoRect-AdenoCA::POLE.S.3	200	0.839	149.938	74.969%	34.869	54.523%	0.47794	0.813
ColoRect-AdenoCA::POLE.S.4	1501	0.642	1308.806	87.196%	397.436	78.695%	0.5377	0.587
ColoRect-AdenoCA::POLE.S.5	4374	0.967	1555.248	35.557%	353.875	25.978%	0.1672	0.963
ColoRect-AdenoCA::POLE.S.6	2950	0.763	1745.179	59.159%	588.935	66.5%	0.36347	0.72
ColoRect-AdenoCA::POLE.S.7	1683	0.714	1210.266	71.911%	374.656	72.218%	0.73374	0.665
ColoRect-AdenoCA::POLE.S.8	515	0.968	293.759	57.041%	102.533	36.398%	0.22614	0.97
ColoRect-AdenoCA::POLE.S.9	4769	0.716	4416.994	92.619%	2151.12	74.504%	0.5704	0.714
ColoRect-AdenoCA::POLE.S.10	3057	0.907	2048.32	67.004%	682.187	50.633%	0.29716	0.909
ColoRect-AdenoCA::POLE.S.11	1987	0.726	1385.725	69.74%	425.76	71.484%	0.38902	0.676
ColoRect-AdenoCA::POLE.S.12	510	0.955	221.575	43.446%	49.219	29.752%	0.20974	0.948
ColoRect-AdenoCA::POLE.S.13	1416	0.982	692.779	48.925%	172.167	25.575%	0.51077	0.982
ColoRect-AdenoCA::POLE.S.14	1028	0.796	686.396	66.77%	193.357	61.454%	0.36352	0.76
ColoRect-AdenoCA::POLE.S.15	766	0.816	516.038	67.368%	134.469	58.831%	0.4202	0.782
ColoRect-AdenoCA::POLE.S.16	3828	0.552	3905.322	102.02%	1408.821	83.752%	0.72562	0.506
ColoRect-AdenoCA::POLE.S.17	644	0.849	406.032	63.048%	91.356	56.33%	0.36074	0.813
ColoRect-AdenoCA::POLE.S.18	1898	0.721	1491.457	78.58%	393.461	74.264%	0.43555	0.665
ColoRect-AdenoCA::POLE.S.19	4252	0.694	3051.411	71.764%	1045.101	73.139%	0.43452	0.647
ColoRect-AdenoCA::POLE.S.20	2402	0.404	2732.06	113.741%	930.972	95.489%	0.90997	0.331
ColoRect-AdenoCA::POLE.S.21	2371	0.804	1531.539	64.595%	451.257	59.719%	0.33302	0.773
ColoRect-AdenoCA::POLE.S.22	123	0.975	70.281	57.139%	15.862	27.328%	0.37577	0.975
ColoRect-AdenoCA::POLE.S.23	2713	0.707	2023.785	74.596%	585.785	74.888%	0.459	0.651
ColoRect-AdenoCA::POLE.S.24	452	0.954	244.31	54.051%	54.544	29.885%	0.29931	0.95
ColoRect-AdenoCA::POLE.S.25	634	0.707	467.091	73.674%	181.203	70.785%	0.42133	0.676
ColoRect-AdenoCA::POLE.S.26	1869	0.917	920.071	49.228%	262.173	40.713%	0.22289	0.907
ColoRect-AdenoCA::POLE.S.27	3097	0.643	2504.73	80.876%	784.485	79.743%	0.49133	0.583
ColoRect-AdenoCA::POLE.S.28	505	0.859	320.001	63.367%	73.443	53.367%	0.61786	0.83
ColoRect-AdenoCA::POLE.S.29	1205	0.871	633.5	52.573%	174.382	49.745%	0.84119	0.846
ColoRect-AdenoCA::POLE.S.30	1154	0.932	564.682	48.933%	147.906	37.954%	0.18157	0.925
