Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
Lung-AdenoCA::S.1	470	0.955	163.079	34.698%	34.025	30.223%	0.1558	0.944
Lung-AdenoCA::S.2	258	0.996	87.576	33.944%	20.397	11.736%	0.28979	0.996
Lung-AdenoCA::S.3	2415	0.978	536.88	22.231%	156.546	21.74%	0.08717	0.975
Lung-AdenoCA::S.4	125	0.932	60.943	48.754%	19.267	38.328%	0.28384	0.928
Lung-AdenoCA::S.5	2983	0.946	1219.759	40.89%	311.451	32.445%	0.1527	0.939
Lung-AdenoCA::S.6	849	0.973	235.181	27.701%	51.269	23.157%	0.08912	0.967
Lung-AdenoCA::S.7	463	0.95	179.311	38.728%	33.998	31.344%	0.1608	0.935
Lung-AdenoCA::S.8	3925	0.975	1061.5	27.045%	304.307	26.958%	0.06228	0.972
Lung-AdenoCA::S.9	781	0.962	252.645	32.349%	68.983	28.202%	0.12488	0.957
Lung-AdenoCA::S.10	156	0.87	94.942	60.86%	19.306	49.551%	0.30491	0.836
Lung-AdenoCA::S.11	368	0.931	157.446	42.784%	32.311	36.501%	0.16959	0.912
Lung-AdenoCA::S.12	437	0.978	135.323	30.966%	26.17	21.384%	0.13181	0.974
Lung-AdenoCA::S.13	1961	0.939	619.539	31.593%	215.414	34.594%	0.082	0.931
Lung-AdenoCA::S.14	1731	0.834	1015.679	58.676%	300.619	68.78%	0.51223	0.808
Lung-AdenoCA::S.15	715	0.971	228.829	32.004%	51.056	24.42%	0.12812	0.966
Lung-AdenoCA::S.16	256	0.998	51.642	20.173%	10.264	6.922%	0.10854	0.998
Lung-AdenoCA::S.17	3580	0.952	1511.061	42.208%	344.981	33.504%	0.24757	0.945
Lung-AdenoCA::S.18	952	0.973	233.761	24.555%	56.524	22.922%	0.06765	0.967
Lung-AdenoCA::S.19	459	0.984	153.149	33.366%	31.41	18.607%	0.15163	0.982
Lung-AdenoCA::S.20	304	0.984	117.292	38.583%	28.147	19.432%	0.57738	0.983
Lung-AdenoCA::S.21	247	0.923	147.834	59.852%	38.733	44.415%	0.45463	0.917
Lung-AdenoCA::S.22	471	0.981	149.972	31.841%	35.03	19.648%	0.15088	0.979
Lung-AdenoCA::S.23	2744	0.958	866.075	31.562%	255.391	29.554%	0.14734	0.952
Lung-AdenoCA::S.24	3692	0.9	1534.645	41.567%	552.325	43.909%	0.15778	0.888
Lung-AdenoCA::S.25	862	0.944	362.21	42.02%	73.459	33.034%	0.17702	0.931
Lung-AdenoCA::S.26	585	0.947	227.751	38.932%	63.402	34.412%	0.2559	0.94
Lung-AdenoCA::S.27	1634	0.969	537.651	32.904%	131.73	26.596%	0.22376	0.965
Lung-AdenoCA::S.28	355	0.938	192.226	54.148%	56.343	37.65%	0.32076	0.934
Lung-AdenoCA::S.29	111	0.99	30.811	27.758%	6.42	14.587%	0.20584	0.989
Lung-AdenoCA::S.30	4097	0.947	1585.315	38.695%	460.236	32.283%	0.11842	0.941
Lung-AdenoCA::S.31	1959	0.971	534.381	27.278%	125.317	24.088%	0.07875	0.965
Lung-AdenoCA::S.32	1391	0.917	629.849	45.28%	173.395	40.552%	0.2417	0.905
Lung-AdenoCA::S.33	1526	0.983	388.675	25.47%	93.625	18.191%	0.20374	0.981
Lung-AdenoCA::S.34	1699	0.982	430.27	25.325%	103.4	19.927%	0.13227	0.98
Lung-AdenoCA::S.35	1341	0.865	750.491	55.965%	226.55	51.918%	0.4884	0.847
Lung-AdenoCA::S.36	2764	0.895	1247.514	45.134%	327.872	45.963%	0.1663	0.872
Lung-AdenoCA::S.37	1947	0.944	701.543	36.032%	215.457	33.541%	0.17452	0.937
Lung-AdenoCA::S.38	1403	0.925	564.161	40.211%	166.839	41.79%	0.28713	0.914
Lung-AdenoCA::S.39	388	0.994	148.554	38.287%	40.323	17.572%	0.31142	0.994
Lung-AdenoCA::S.40	447	0.904	184.946	41.375%	46.604	42.868%	0.16843	0.878
Lung-AdenoCA::S.41	414	0.959	146.542	35.397%	27.516	28.687%	0.14077	0.948
Lung-AdenoCA::S.42	1181	0.987	320.829	27.166%	74.909	16.847%	0.1611	0.986
Lung-AdenoCA::S.43	1208	0.919	548.752	45.426%	150.563	40.661%	0.2738	0.908
Lung-AdenoCA::S.44	844	0.991	199.019	23.58%	43.965	13.283%	0.10836	0.991
Lung-AdenoCA::S.45	533	0.985	159.738	29.97%	33.251	17.608%	0.16786	0.983
Lung-AdenoCA::S.46	1083	0.887	559.911	51.7%	177.133	53.13%	0.20529	0.874
Lung-AdenoCA::S.47	3314	0.966	1046.378	31.574%	289.854	30.23%	0.10046	0.962
Lung-AdenoCA::S.48	2611	0.938	980.773	37.563%	298.97	35.113%	0.14694	0.93
Lung-AdenoCA::S.49	4758	0.896	2169.312	45.593%	720.143	44.959%	0.2064	0.883
Lung-AdenoCA::S.50	2285	0.984	581.907	25.466%	127.782	18.303%	0.10559	0.982
Lung-AdenoCA::S.51	1396	0.974	467.128	33.462%	125.718	25.055%	0.1233	0.972
Lung-AdenoCA::S.52	1283	0.923	583.509	45.48%	166.753	49.644%	0.15587	0.915
Lung-AdenoCA::S.53	1683	0.942	655.873	38.97%	204.595	39.491%	0.22053	0.936
Lung-AdenoCA::S.54	512	0.906	228.503	44.629%	54.731	42.431%	0.15706	0.883
Lung-AdenoCA::S.55	452	0.976	149.369	33.046%	27.263	23.233%	0.15582	0.971
Lung-AdenoCA::S.56	470	0.911	214.459	45.63%	44.896	41.436%	0.19117	0.884
Lung-AdenoCA::S.57	103	0.97	38.968	37.833%	9.13	24.22%	0.3097	0.968
Lung-AdenoCA::S.58	724	0.952	249.957	34.524%	54.722	30.759%	0.13316	0.939
Lung-AdenoCA::S.59	520	0.971	182.671	35.129%	35.861	23.922%	0.15266	0.966
Lung-AdenoCA::S.60	289	0.959	111.52	38.588%	26.909	31.557%	0.16206	0.954
Lung-AdenoCA::S.61	204	0.95	84.015	41.184%	19.565	33.783%	0.22298	0.942
Lung-AdenoCA::S.62	1275	0.965	375.815	29.476%	91.546	26.534%	0.09426	0.958
Lung-AdenoCA::S.63	1128	0.939	428.247	37.965%	98.277	34.408%	0.13542	0.924
Lung-AdenoCA::S.64	4169	0.939	1655.161	39.702%	479.451	41.385%	0.18544	0.931
Lung-AdenoCA::S.65	573	0.976	169.085	29.509%	49.619	23.596%	0.11032	0.975
Lung-AdenoCA::S.66	838	0.98	205.87	24.567%	41.01	20.282%	0.08414	0.974
Lung-AdenoCA::S.67	846	0.975	418.527	49.471%	108.676	36.262%	0.97647	0.975
Lung-AdenoCA::S.68	110	0.798	75.603	68.73%	21.348	60.673%	0.4256	0.768
Lung-AdenoCA::S.69	354	0.95	145.666	41.149%	48.628	31.314%	0.19135	0.947
Lung-AdenoCA::S.70	752	0.944	314.736	41.853%	85.765	33.119%	0.15147	0.937
Lung-AdenoCA::S.71	444	0.989	105.918	23.855%	18.813	15.153%	0.07773	0.988
Lung-AdenoCA::S.72	603	0.988	240.434	39.873%	54.311	19.499%	0.57491	0.988
Lung-AdenoCA::S.73	550	0.991	198.97	36.176%	59.507	22.367%	0.54013	0.991
Lung-AdenoCA::S.74	347	0.904	192.153	55.376%	69.174	44.252%	0.26737	0.898
Lung-AdenoCA::S.75	989	0.973	316.174	31.969%	81.981	23.248%	0.1765	0.97
Lung-AdenoCA::S.76	1217	0.95	564.456	46.381%	129.4	41.473%	0.39748	0.945
Lung-AdenoCA::S.77	930	0.949	523.01	56.238%	119.129	42.194%	0.91175	0.946
Lung-AdenoCA::S.78	417	0.986	166.875	40.018%	36.57	18.013%	0.27263	0.985
Lung-AdenoCA::S.79	407	0.895	181.128	44.503%	50.909	46.495%	0.17997	0.874
Lung-AdenoCA::S.80	346	0.983	113.618	32.838%	22.591	18.741%	0.18017	0.981
Lung-AdenoCA::S.81	340	0.954	112.463	33.077%	24.104	30.244%	0.15254	0.941
Lung-AdenoCA::S.82	826	0.918	340.328	41.202%	74.659	39.918%	0.16787	0.891
Lung-AdenoCA::S.83	2465	0.968	767.823	31.149%	206.031	25.067%	0.08555	0.964
Lung-AdenoCA::S.84	1047	0.976	274.429	26.211%	61.702	21.672%	0.08446	0.972
Lung-AdenoCA::S.85	1169	0.961	386.127	33.031%	103.751	29.384%	0.11565	0.956
Lung-AdenoCA::S.86	959	0.962	304.7	31.773%	65.939	27.713%	0.11368	0.954
Lung-AdenoCA::S.87	3224	0.986	774.691	24.029%	171.562	18.01%	0.15155	0.985
Lung-AdenoCA::S.88	676	0.91	290.863	43.027%	62.03	43.288%	0.21111	0.878
